,Passed Subjects,Student's Avg Score,Student ID,Gender
419,4,79.4,420,Female
420,2,68.7,421,Male
421,4,77.7,422,Male
422,3,77.0,423,Male
423,4,79.4,424,Female
424,5,78.9,425,Male
425,4,83.7,426,Female
426,5,80.4,427,Female
427,3,71.7,428,Female
428,4,74.1,429,Female
429,4,80.6,430,Male
430,3,77.6,431,Male
431,5,81.9,432,Male
432,5,78.1,433,Agender
433,6,84.0,434,Genderfluid
434,5,84.6,435,Male
435,3,75.0,436,Female
436,4,80.4,437,Male
437,4,82.3,438,Male
438,6,84.6,439,Polygender
439,3,80.1,440,Male
440,3,76.4,441,Male
441,3,76.7,442,Female
442,5,77.3,443,Female
443,5,80.9,444,Male
444,3,75.6,445,Male
445,5,84.4,446,Female
446,5,79.1,447,Male
447,3,76.9,448,Male
448,5,81.1,449,Male
449,2,76.1,450,Male
450,5,81.4,451,Male
451,3,71.4,452,Female
452,1,70.6,453,Female
453,5,77.3,454,Female
454,4,78.6,455,Female
455,3,77.1,456,Male
456,3,74.3,457,Female
457,4,73.6,458,Male
458,3,73.1,459,Bigender
459,6,85.7,460,Male
460,4,78.7,461,Female
461,3,78.1,462,Female
462,4,75.1,463,Non-binary
463,6,87.1,464,Male
464,5,86.0,465,Male
465,7,86.1,466,Male
466,1,70.0,467,Female
467,4,79.1,468,Male
468,3,78.0,469,Female
469,4,80.9,470,Female
470,5,81.0,471,Female
471,5,80.6,472,Male
472,5,81.9,473,Male
473,3,76.9,474,Female
474,5,85.1,475,Female
475,5,80.1,476,Male
476,6,82.9,477,Male
477,6,80.1,478,Female
478,3,73.7,479,Male
479,4,79.0,480,Non-binary
480,3,73.4,481,Male
481,4,76.6,482,Female
482,6,82.4,483,Female
483,4,79.9,484,Female
484,4,83.0,485,Male
485,6,81.7,486,Female
486,4,78.9,487,Female
487,5,80.6,488,Male
488,4,81.4,489,Male
489,4,80.7,490,Male
490,4,77.1,491,Female
491,5,80.0,492,Male
492,5,83.4,493,Male
493,6,82.0,494,Male
494,4,79.0,495,Female
495,5,82.0,496,Male
496,6,85.1,497,Male
497,6,82.4,498,Genderqueer
498,5,80.9,499,Female
499,3,74.6,500,Female
500,3,75.7,501,Female
501,5,84.3,502,Male
502,4,73.6,503,Female
503,5,85.6,504,Genderqueer
504,4,79.0,505,Male
505,4,82.7,506,Male
506,3,77.3,507,Male
507,5,82.3,508,Male
508,3,76.4,509,Male
509,5,82.6,510,Female
510,5,82.6,511,Female
511,4,77.6,512,Female
512,4,77.4,513,Female
513,2,73.0,514,Female
514,6,88.6,515,Female
515,6,84.1,516,Female
516,4,74.9,517,Male
517,2,72.3,518,Female
518,6,82.3,519,Female
519,1,71.0,520,Female
520,1,67.4,521,Female
521,2,73.3,522,Polygender
522,5,84.7,523,Female
523,3,73.0,524,Male
524,5,80.1,525,Bigender
525,4,81.1,526,Male
526,4,77.4,527,Female
527,5,87.1,528,Female
528,5,83.1,529,Female
529,5,84.9,530,Female
530,5,83.1,531,Male
531,4,83.1,532,Genderfluid
532,4,84.4,533,Genderqueer
533,4,77.4,534,Female
534,5,79.9,535,Male
535,5,80.6,536,Male
536,5,78.1,537,Female
537,5,83.9,538,Male
538,6,86.0,539,Agender
539,2,71.0,540,Male
540,5,83.6,541,Female
541,1,70.3,542,Female
542,2,77.3,543,Female
543,6,87.9,544,Female
544,4,73.6,545,Agender
545,5,84.6,546,Male
546,5,85.1,547,Female
547,3,77.3,548,Female
548,5,81.9,549,Male
549,5,87.0,550,Male
550,6,87.6,551,Male
551,4,76.3,552,Female
552,4,80.6,553,Female
553,3,77.6,554,Female
554,5,80.3,555,Female
555,5,81.9,556,Male
556,4,80.6,557,Male
557,6,86.4,558,Male
558,5,85.9,559,Male
559,7,83.1,560,Female
560,4,75.6,561,Female
561,4,81.3,562,Male
562,7,82.0,563,Polygender
563,2,74.9,564,Male
564,7,85.0,565,Male
565,4,77.6,566,Male
566,4,77.6,567,Male
567,2,74.7,568,Male
568,4,76.4,569,Male
569,4,76.4,570,Female
570,4,79.0,571,Female
571,6,84.4,572,Female
572,4,79.3,573,Female
573,4,79.9,574,Male
574,6,77.4,575,Female
575,3,76.1,576,Female
576,5,83.1,577,Male
577,7,88.0,578,Female
578,5,79.9,579,Female
579,3,71.7,580,Female
580,5,85.9,581,Agender
581,6,85.7,582,Female
582,3,76.3,583,Male
583,5,79.4,584,Genderqueer
584,6,82.6,585,Male
585,4,79.6,586,Male
586,5,79.7,587,Male
587,2,74.9,588,Male
588,4,79.9,589,Male
589,3,77.6,590,Female
590,5,82.6,591,Genderfluid
591,5,81.7,592,Female
592,3,76.0,593,Male
593,4,79.6,594,Female
594,4,79.3,595,Female
595,1,71.1,596,Male
596,5,83.0,597,Male
597,4,77.6,598,Female
598,6,85.4,599,Female
599,6,88.6,600,Female
600,6,86.1,601,Male
601,5,83.3,602,Male
602,1,69.4,603,Non-binary
603,5,80.3,604,Female
604,5,84.0,605,Male
605,5,81.7,606,Male
606,5,83.3,607,Female
607,4,85.0,608,Male
608,6,86.9,609,Female
609,4,77.4,610,Male
610,3,74.9,611,Female
611,4,75.9,612,Female
612,1,68.7,613,Male
613,5,80.0,614,Male
614,2,72.1,615,Bigender
615,4,80.4,616,Female
616,5,79.7,617,Female
617,4,77.0,618,Female
618,5,78.7,619,Female
619,6,82.9,620,Male
620,4,76.3,621,Male
621,6,80.1,622,Male
622,4,74.1,623,Male
623,6,89.3,624,Polygender
624,5,82.6,625,Female
625,6,87.0,626,Female
626,6,83.4,627,Female
627,3,81.0,628,Male
628,3,77.0,629,Female
629,5,81.1,630,Female
630,4,82.6,631,Genderfluid
631,4,79.4,632,Male
632,5,79.6,633,Polygender
633,6,86.4,634,Polygender
634,4,83.4,635,Male
635,3,74.7,636,Female
636,6,81.9,637,Male
637,6,80.0,638,Agender
638,6,84.3,639,Male
639,4,81.3,640,Male
640,6,83.6,641,Male
641,5,81.0,642,Male
642,5,84.9,643,Female
643,4,75.3,644,Male
644,6,84.9,645,Female
645,4,78.4,646,Genderqueer
646,3,75.1,647,Male
647,6,83.3,648,Bigender
648,3,78.1,649,Female
649,6,84.0,650,Female
650,4,82.7,651,Bigender
651,4,74.7,652,Male
652,5,79.0,653,Genderfluid
653,6,87.3,654,Female
654,3,74.1,655,Female
655,4,81.0,656,Polygender
656,5,85.0,657,Female
657,4,82.6,658,Genderqueer
658,4,83.1,659,Female
659,6,84.1,660,Female
660,5,81.9,661,Female
661,2,75.3,662,Polygender
662,2,74.4,663,Male
663,4,76.3,664,Male
664,6,79.6,665,Male
665,4,80.1,666,Female
666,3,75.1,667,Female
667,4,81.0,668,Male
668,6,87.7,669,Male
669,4,73.3,670,Female
670,5,81.0,671,Female
671,7,85.0,672,Female
672,5,77.9,673,Female
673,4,76.4,674,Male
674,3,77.4,675,Female
675,3,76.0,676,Female
676,7,84.1,677,Female
677,5,79.3,678,Female
678,5,81.1,679,Female
679,6,86.9,680,Female
680,4,75.7,681,Female
681,2,71.0,682,Polygender
682,4,79.4,683,Female
683,6,86.9,684,Female
684,2,72.0,685,Male
685,3,74.6,686,Female
686,6,89.6,687,Female
687,5,79.1,688,Male
688,4,76.9,689,Agender
689,3,74.4,690,Female
690,4,82.4,691,Male
691,5,77.9,692,Female
692,6,89.1,693,Female
693,6,82.4,694,Genderqueer
694,4,79.7,695,Agender
695,4,76.4,696,Female
696,4,78.0,697,Female
697,3,76.9,698,Female
698,2,73.1,699,Female
699,5,81.4,700,Female
700,4,73.7,701,Female
701,7,88.6,702,Female
702,3,75.6,703,Female
703,3,75.4,704,Male
704,6,82.9,705,Male
705,5,81.0,706,Male
706,5,80.6,707,Male
707,3,75.0,708,Female
708,3,77.3,709,Male
709,4,82.3,710,Female
710,3,77.9,711,Female
711,4,79.9,712,Male
712,5,78.7,713,Male
713,3,75.0,714,Female
714,5,85.9,715,Male
715,3,78.6,716,Male
716,3,77.9,717,Female
717,5,82.4,718,Male
718,3,74.3,719,Female
719,5,82.9,720,Male
720,7,85.3,721,Genderqueer
721,5,76.0,722,Female
722,1,70.9,723,Female
723,6,83.3,724,Male
724,6,84.4,725,Polygender
725,4,76.4,726,Male
726,3,76.0,727,Female
727,6,83.1,728,Male
728,3,75.4,729,Male
729,2,68.7,730,Male
730,4,80.9,731,Female
731,5,80.9,732,Male
732,3,79.6,733,Male
733,4,74.0,734,Female
734,4,82.6,735,Female
735,5,85.1,736,Female
736,3,75.0,737,Male
737,5,80.7,738,Female
738,5,79.9,739,Male
739,5,85.6,740,Female
740,5,77.6,741,Female
741,5,84.7,742,Female
742,3,75.7,743,Female
743,5,80.6,744,Female
744,5,81.7,745,Male
745,4,79.3,746,Polygender
746,4,75.7,747,Female
747,3,76.6,748,Male
748,6,82.0,749,Female
749,4,76.3,750,Female
750,3,75.7,751,Male
751,3,74.1,752,Male
752,4,81.1,753,Male
753,6,84.0,754,Male
754,5,75.7,755,Male
755,5,80.4,756,Female
756,5,77.9,757,Female
757,3,77.9,758,Male
758,4,77.4,759,Female
759,5,83.0,760,Female
760,4,79.3,761,Male
761,4,77.6,762,Male
762,4,78.9,763,Female
763,7,91.3,764,Female
764,4,73.9,765,Polygender
765,5,86.1,766,Female
766,3,75.7,767,Female
767,5,80.4,768,Female
768,4,83.0,769,Male
769,6,82.6,770,Male
770,5,77.3,771,Female
771,3,74.6,772,Female
772,5,80.1,773,Female
773,3,73.0,774,Male
774,5,80.3,775,Bigender
775,3,77.0,776,Genderqueer
776,7,83.4,777,Male
777,4,74.6,778,Female
778,3,77.1,779,Male
779,4,80.3,780,Male
780,4,77.7,781,Female
781,7,85.9,782,Female
782,3,74.4,783,Female
783,5,83.9,784,Male
784,3,73.6,785,Male
785,3,78.9,786,Female
786,5,80.0,787,Female
787,5,81.9,788,Female
788,3,77.6,789,Male
789,5,81.7,790,Male
790,6,83.4,791,Female
791,6,87.4,792,Female
792,4,76.4,793,Male
793,2,73.3,794,Male
794,4,80.6,795,Female
795,5,79.4,796,Male
796,3,76.4,797,Female
797,6,78.4,798,Male
798,6,85.6,799,Male
799,4,76.4,800,Female
800,3,74.7,801,Female
801,6,83.4,802,Female
802,6,88.7,803,Agender
803,3,72.1,804,Male
804,4,74.3,805,Male
805,4,79.4,806,Genderqueer
806,5,79.6,807,Male
807,7,93.0,808,Female
808,6,87.1,809,Female
809,4,80.1,810,Male
810,5,78.3,811,Male
811,3,75.3,812,Female
812,3,75.6,813,Male
813,4,78.1,814,Male
814,4,80.6,815,Agender
815,5,84.3,816,Female
816,4,78.7,817,Female
817,6,80.3,818,Male
818,4,78.4,819,Female
819,2,74.6,820,Female
820,4,80.1,821,Agender
821,5,81.1,822,Male
822,6,83.1,823,Female
823,5,79.6,824,Male
824,3,75.0,825,Male
825,4,79.4,826,Male
826,3,79.3,827,Female
827,5,82.3,828,Female
828,6,82.7,829,Male
829,5,81.9,830,Female
830,5,83.1,831,Female
831,3,78.3,832,Female
832,6,88.7,833,Female
833,5,82.0,834,Male
834,4,78.6,835,Male
835,3,77.4,836,Female
836,7,88.1,837,Female
837,5,83.4,838,Male
838,7,91.1,839,Female
839,5,79.1,840,Female
840,5,83.6,841,Female
841,5,80.9,842,Male
842,5,81.9,843,Female
843,5,86.4,844,Male
844,5,84.7,845,Female
845,7,88.4,846,Female
846,6,82.1,847,Female
847,5,76.7,848,Female
848,5,81.4,849,Polygender
849,6,82.9,850,Male
850,2,69.1,851,Female
851,4,80.7,852,Female
852,4,77.7,853,Female
853,4,77.3,854,Female
854,6,88.7,855,Male
855,4,79.7,856,Male
856,6,86.0,857,Female
857,5,75.0,858,Male
858,4,77.1,859,Male
859,5,79.4,860,Genderfluid
860,5,82.7,861,Female
861,6,79.3,862,Female
862,7,86.6,863,Female
863,5,82.7,864,Female
864,5,84.9,865,Male
865,4,80.7,866,Female
866,7,88.6,867,Female
867,5,83.1,868,Female
868,4,80.0,869,Male
869,5,83.1,870,Male
870,6,87.7,871,Female
871,3,73.4,872,Female
872,4,78.6,873,Male
873,6,92.4,874,Male
874,3,78.4,875,Male
875,5,77.4,876,Female
876,3,74.9,877,Male
877,4,72.1,878,Male
878,5,80.6,879,Female
879,2,71.9,880,Female
880,3,76.1,881,Bigender
881,3,72.6,882,Female
882,5,82.7,883,Male
883,4,79.0,884,Male
884,4,80.7,885,Female
885,4,76.7,886,Male
886,7,91.0,887,Bigender
887,4,79.0,888,Female
888,4,80.1,889,Female
889,5,82.4,890,Male
890,6,87.9,891,Male
891,4,73.7,892,Female
892,4,76.6,893,Male
893,5,79.4,894,Bigender
894,5,83.6,895,Genderqueer
895,4,79.7,896,Female
896,6,83.6,897,Agender
897,4,78.1,898,Male
898,4,81.3,899,Female
899,4,78.1,900,Female
900,5,82.7,901,Female
901,3,75.0,902,Female
902,2,69.6,903,Male
903,5,85.3,904,Female
904,5,77.9,905,Male
905,4,76.1,906,Male
906,3,73.9,907,Female
907,4,77.7,908,Male
908,4,76.4,909,Polygender
909,3,75.6,910,Bigender
910,6,86.0,911,Male
911,5,83.6,912,Male
912,2,73.4,913,Male
913,6,87.3,914,Female
914,5,76.9,915,Female
915,4,78.6,916,Male
916,2,74.0,917,Female
917,4,77.6,918,Male
918,2,71.0,919,Female
919,5,84.1,920,Male
920,3,71.0,921,Female
921,6,82.9,922,Female
922,4,81.9,923,Male
923,4,82.9,924,Male
924,4,79.9,925,Male
925,5,85.1,926,Female
926,3,74.7,927,Female
927,6,88.1,928,Genderfluid
928,5,79.7,929,Genderfluid
929,2,72.6,930,Female
930,6,83.9,931,Female
931,6,86.7,932,Female
932,3,77.0,933,Female
933,5,82.4,934,Male
934,4,80.6,935,Female
935,6,84.6,936,Male
936,3,77.6,937,Male
937,2,72.9,938,Male
938,4,78.3,939,Male
939,7,85.0,940,Female
940,6,80.6,941,Female
941,4,78.4,942,Female
942,4,78.1,943,Female
943,5,82.6,944,Male
944,5,86.3,945,Female
945,5,79.9,946,Female
946,4,80.4,947,Male
947,3,73.1,948,Female
948,5,78.7,949,Male
949,4,79.4,950,Female
950,5,82.7,951,Male
951,5,83.4,952,Male
952,4,81.9,953,Male
953,3,75.3,954,Male
954,5,83.4,955,Female
955,4,80.4,956,Male
956,4,82.0,957,Female
957,4,78.7,958,Male
958,4,77.3,959,Male
959,2,70.3,960,Female
960,6,88.6,961,Female
961,6,86.7,962,Male
962,4,74.9,963,Male
963,4,79.4,964,Male
964,5,75.7,965,Male
965,4,79.9,966,Male
966,3,74.6,967,Male
967,1,71.9,968,Female
968,3,75.0,969,Male
969,4,79.0,970,Male
970,6,82.0,971,Female
971,4,83.4,972,Male
972,6,86.3,973,Female
973,5,78.4,974,Male
974,5,83.7,975,Female
975,5,79.7,976,Male
976,4,79.4,977,Non-binary
977,4,75.1,978,Female
978,5,79.7,979,Female
979,3,79.4,980,Male
980,6,83.3,981,Female
981,6,89.1,982,Male
982,4,79.1,983,Male
983,3,76.0,984,Female
984,6,85.6,985,Male
985,5,80.6,986,Male
986,3,74.0,987,Male
987,6,85.6,988,Male
988,5,78.3,989,Male
989,6,79.9,990,Female
990,4,77.4,991,Female
991,3,77.0,992,Female
992,5,81.3,993,Non-binary
993,5,81.3,994,Female
994,5,79.3,995,Female
995,6,87.0,996,Female
996,7,90.0,997,Female
997,5,81.1,998,Male
998,3,74.0,999,Female
999,5,79.4,1000,Female
